1,0,3,"Braund, Mr. Owen Harris"
2,1,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)"
3,1,3,"Heikkinen, Miss. Laina"
4,1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)"
5,0,3,"Allen, Mr. William Henry"
6,0,3,"Moran, Mr. James"
7,0,1,"McCarthy, Mr. Timothy J"
8,0,3,"Palsson, Master. Gosta Leonard"
9,1,3,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)"
10,1,2,"Nasser, Mrs. Nicholas (Adele Achem)"
11,1,3,"Sandstrom, Miss. Marguerite Rut"
12,1,1,"Bonnell, Miss. Elizabeth"
13,0,3,"Saundercock, Mr. William Henry"
14,0,3,"Andersson, Mr. Anders Johan"
15,0,3,"Vestrom, Miss. Hulda Amanda Adolfina"
16,1,2,"Hewlett, Mrs. (Mary D Kingcome) "
17,0,3,"Rice, Master. Eugene"
18,1,2,"Williams, Mr. Charles Eugene"
19,0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)"
20,1,3,"Masselmani, Mrs. Fatima"
21,0,2,"Fynney, Mr. Joseph J"
22,1,2,"Beesley, Mr. Lawrence"
23,1,3,"McGowan, Miss. Anna ""Annie"""
24,1,1,"Sloper, Mr. William Thompson"
25,0,3,"Palsson, Miss. Torborg Danira"
26,1,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)"
27,0,3,"Emir, Mr. Farred Chehab"
28,0,1,"Fortune, Mr. Charles Alexander"
29,1,3,"O'Dwyer, Miss. Ellen ""Nellie"""
30,0,3,"Todoroff, Mr. Lalio"
31,0,1,"Uruchurtu, Don. Manuel E"
32,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)"
33,1,3,"Glynn, Miss. Mary Agatha"
34,0,2,"Wheadon, Mr. Edward H"
35,0,1,"Meyer, Mr. Edgar Joseph"
36,0,1,"Holverson, Mr. Alexander Oskar"
37,1,3,"Mamee, Mr. Hanna"
38,0,3,"Cann, Mr. Ernest Charles"
39,0,3,"Vander Planke, Miss. Augusta Maria"
40,1,3,"Nicola-Yarred, Miss. Jamila"
41,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)"
42,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)"
43,0,3,"Kraeff, Mr. Theodor"
44,1,2,"Laroche, Miss. Simonne Marie Anne Andree"
45,1,3,"Devaney, Miss. Margaret Delia"
46,0,3,"Rogers, Mr. William John"
47,0,3,"Lennon, Mr. Denis"
48,1,3,"O'Driscoll, Miss. Bridget"
49,0,3,"Samaan, Mr. Youssef"
50,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)"
51,0,3,"Panula, Master. Juha Niilo"
52,0,3,"Nosworthy, Mr. Richard Cater"
53,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)"
54,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)"
55,0,1,"Ostby, Mr. Engelhart Cornelius"
56,1,1,"Woolner, Mr. Hugh"
57,1,2,"Rugg, Miss. Emily"
58,0,3,"Novel, Mr. Mansouer"
59,1,2,"West, Miss. Constance Mirium"
60,0,3,"Goodwin, Master. William Frederick"
61,0,3,"Sirayanian, Mr. Orsen"
62,1,1,"Icard, Miss. Amelie"
63,0,1,"Harris, Mr. Henry Birkhardt"
64,0,3,"Skoog, Master. Harald"
65,0,1,"Stewart, Mr. Albert A"
66,1,3,"Moubarek, Master. Gerios"
67,1,2,"Nye, Mrs. (Elizabeth Ramell)"
68,0,3,"Crease, Mr. Ernest James"
69,1,3,"Andersson, Miss. Erna Alexandra"
70,0,3,"Kink, Mr. Vincenz"
71,0,2,"Jenkin, Mr. Stephen Curnow"
72,0,3,"Goodwin, Miss. Lillian Amy"
73,0,2,"Hood, Mr. Ambrose Jr"
74,0,3,"Chronopoulos, Mr. Apostolos"
75,1,3,"Bing, Mr. Lee"
76,0,3,"Moen, Mr. Sigurd Hansen"
77,0,3,"Staneff, Mr. Ivan"
78,0,3,"Moutal, Mr. Rahamin Haim"
79,1,2,"Caldwell, Master. Alden Gates"
80,1,3,"Dowdell, Miss. Elizabeth"
81,0,3,"Waelens, Mr. Achille"
82,1,3,"Sheerlinck, Mr. Jan Baptist"
83,1,3,"McDermott, Miss. Brigdet Delia"
84,0,1,"Carrau, Mr. Francisco M"
85,1,2,"Ilett, Miss. Bertha"
86,1,3,"Backstrom, Mrs. Karl Alfred (Maria Mathilda Gustafsson)"
87,0,3,"Ford, Mr. William Neal"
88,0,3,"Slocovski, Mr. Selman Francis"
89,1,1,"Fortune, Miss. Mabel Helen"
90,0,3,"Celotti, Mr. Francesco"
91,0,3,"Christmann, Mr. Emil"
92,0,3,"Andreasson, Mr. Paul Edvin"
93,0,1,"Chaffee, Mr. Herbert Fuller"
94,0,3,"Dean, Mr. Bertram Frank"
95,0,3,"Coxon, Mr. Daniel"
96,0,3,"Shorney, Mr. Charles Joseph"
97,0,1,"Goldschmidt, Mr. George B"
98,1,1,"Greenfield, Mr. William Bertram"
99,1,2,"Doling, Mrs. John T (Ada Julia Bone)"
100,0,2,"Kantor, Mr. Sinai"
101,0,3,"Petranec, Miss. Matilda"
102,0,3,"Petroff, Mr. Pastcho (""Pentcho"")"
103,0,1,"White, Mr. Richard Frasar"
104,0,3,"Johansson, Mr. Gustaf Joel"
105,0,3,"Gustafsson, Mr. Anders Vilhelm"
106,0,3,"Mionoff, Mr. Stoytcho"
107,1,3,"Salkjelsvik, Miss. Anna Kristine"
108,1,3,"Moss, Mr. Albert Johan"
109,0,3,"Rekic, Mr. Tido"
110,1,3,"Moran, Miss. Bertha"
111,0,1,"Porter, Mr. Walter Chamberlain"
112,0,3,"Zabour, Miss. Hileni"
113,0,3,"Barton, Mr. David John"
114,0,3,"Jussila, Miss. Katriina"
115,0,3,"Attalah, Miss. Malake"
116,0,3,"Pekoniemi, Mr. Edvard"
117,0,3,"Connors, Mr. Patrick"
118,0,2,"Turpin, Mr. William John Robert"
119,0,1,"Baxter, Mr. Quigg Edmond"
120,0,3,"Andersson, Miss. Ellis Anna Maria"
121,0,2,"Hickman, Mr. Stanley George"
122,0,3,"Moore, Mr. Leonard Charles"
123,0,2,"Nasser, Mr. Nicholas"
124,1,2,"Webber, Miss. Susan"
125,0,1,"White, Mr. Percival Wayland"
126,1,3,"Nicola-Yarred, Master. Elias"
127,0,3,"McMahon, Mr. Martin"
128,1,3,"Madsen, Mr. Fridtjof Arne"
129,1,3,"Peter, Miss. Anna"
130,0,3,"Ekstrom, Mr. Johan"
131,0,3,"Drazenoic, Mr. Jozef"
132,0,3,"Coelho, Mr. Domingos Fernandeo"
133,0,3,"Robins, Mrs. Alexander A (Grace Charity Laury)"
134,1,2,"Weisz, Mrs. Leopold (Mathilde Francoise Pede)"
135,0,2,"Sobey, Mr. Samuel James Hayden"
136,0,2,"Richard, Mr. Emile"
137,1,1,"Newsom, Miss. Helen Monypeny"
138,0,1,"Futrelle, Mr. Jacques Heath"
139,0,3,"Osen, Mr. Olaf Elon"
140,0,1,"Giglio, Mr. Victor"
141,0,3,"Boulos, Mrs. Joseph (Sultana)"
142,1,3,"Nysten, Miss. Anna Sofia"
143,1,3,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)"
144,0,3,"Burke, Mr. Jeremiah"
145,0,2,"Andrew, Mr. Edgardo Samuel"
146,0,2,"Nicholls, Mr. Joseph Charles"
147,1,3,"Andersson, Mr. August Edvard (""Wennerstrom"")"
148,0,3,"Ford, Miss. Robina Maggie ""Ruby"""
149,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")"
150,0,2,"Byles, Rev. Thomas Roussel Davids"
151,0,2,"Bateman, Rev. Robert James"
152,1,1,"Pears, Mrs. Thomas (Edith Wearne)"
153,0,3,"Meo, Mr. Alfonzo"
154,0,3,"van Billiard, Mr. Austin Blyler"
155,0,3,"Olsen, Mr. Ole Martin"
156,0,1,"Williams, Mr. Charles Duane"
157,1,3,"Gilnagh, Miss. Katherine ""Katie"""
158,0,3,"Corn, Mr. Harry"
159,0,3,"Smiljanic, Mr. Mile"
160,0,3,"Sage, Master. Thomas Henry"
161,0,3,"Cribb, Mr. John Hatfield"
162,1,2,"Watt, Mrs. James (Elizabeth ""Bessie"" Inglis Milne)"
163,0,3,"Bengtsson, Mr. John Viktor"
164,0,3,"Calic, Mr. Jovo"
165,0,3,"Panula, Master. Eino Viljami"
166,1,3,"Goldsmith, Master. Frank John William ""Frankie"""
167,1,1,"Chibnall, Mrs. (Edith Martha Bowerman)"
168,0,3,"Skoog, Mrs. William (Anna Bernhardina Karlsson)"
169,0,1,"Baumann, Mr. John D"
170,0,3,"Ling, Mr. Lee"
171,0,1,"Van der hoef, Mr. Wyckoff"
172,0,3,"Rice, Master. Arthur"
173,1,3,"Johnson, Miss. Eleanor Ileen"
174,0,3,"Sivola, Mr. Antti Wilhelm"
175,0,1,"Smith, Mr. James Clinch"
176,0,3,"Klasen, Mr. Klas Albin"
177,0,3,"Lefebre, Master. Henry Forbes"
178,0,1,"Isham, Miss. Ann Elizabeth"
179,0,2,"Hale, Mr. Reginald"
180,0,3,"Leonard, Mr. Lionel"
181,0,3,"Sage, Miss. Constance Gladys"
182,0,2,"Pernot, Mr. Rene"
183,0,3,"Asplund, Master. Clarence Gustaf Hugo"
184,1,2,"Becker, Master. Richard F"
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen"
186,0,1,"Rood, Mr. Hugh Roscoe"
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)"
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")"
189,0,3,"Bourke, Mr. John"
190,0,3,"Turcin, Mr. Stjepan"
191,1,2,"Pinsky, Mrs. (Rosa)"
192,0,2,"Carbines, Mr. William"
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine"
194,1,2,"Navratil, Master. Michel M"
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)"
196,1,1,"Lurette, Miss. Elise"
197,0,3,"Mernagh, Mr. Robert"
198,0,3,"Olsen, Mr. Karl Siegwart Andreas"
199,1,3,"Madigan, Miss. Margaret ""Maggie"""
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")"
201,0,3,"Vande Walle, Mr. Nestor Cyriel"
202,0,3,"Sage, Mr. Frederick"
203,0,3,"Johanson, Mr. Jakob Alfred"
204,0,3,"Youseff, Mr. Gerious"
205,1,3,"Cohen, Mr. Gurshon ""Gus"""
206,0,3,"Strom, Miss. Telma Matilda"
207,0,3,"Backstrom, Mr. Karl Alfred"
208,1,3,"Albimona, Mr. Nassef Cassem"
209,1,3,"Carr, Miss. Helen ""Ellen"""
210,1,1,"Blank, Mr. Henry"
211,0,3,"Ali, Mr. Ahmed"
212,1,2,"Cameron, Miss. Clear Annie"
213,0,3,"Perkin, Mr. John Henry"
214,0,2,"Givard, Mr. Hans Kristensen"
215,0,3,"Kiernan, Mr. Philip"
216,1,1,"Newell, Miss. Madeleine"
217,1,3,"Honkanen, Miss. Eliina"
218,0,2,"Jacobsohn, Mr. Sidney Samuel"
219,1,1,"Bazzani, Miss. Albina"
220,0,2,"Harris, Mr. Walter"
221,1,3,"Sunderland, Mr. Victor Francis"
222,0,2,"Bracken, Mr. James H"
223,0,3,"Green, Mr. George Henry"
224,0,3,"Nenkoff, Mr. Christo"
225,1,1,"Hoyt, Mr. Frederick Maxfield"
226,0,3,"Berglund, Mr. Karl Ivar Sven"
227,1,2,"Mellors, Mr. William John"
228,0,3,"Lovell, Mr. John Hall (""Henry"")"
229,0,2,"Fahlstrom, Mr. Arne Jonas"
230,0,3,"Lefebre, Miss. Mathilde"
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)"
232,0,3,"Larsson, Mr. Bengt Edvin"
233,0,2,"Sjostedt, Mr. Ernst Adolf"
234,1,3,"Asplund, Miss. Lillian Gertrud"
235,0,2,"Leyson, Mr. Robert William Norman"
236,0,3,"Harknett, Miss. Alice Phoebe"
237,0,2,"Hold, Mr. Stephen"
238,1,2,"Collyer, Miss. Marjorie ""Lottie"""
239,0,2,"Pengelly, Mr. Frederick William"
240,0,2,"Hunt, Mr. George Henry"
241,0,3,"Zabour, Miss. Thamine"
242,1,3,"Murphy, Miss. Katherine ""Kate"""
243,0,2,"Coleridge, Mr. Reginald Charles"
244,0,3,"Maenpaa, Mr. Matti Alexanteri"
245,0,3,"Attalah, Mr. Sleiman"
246,0,1,"Minahan, Dr. William Edward"
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria"
248,1,2,"Hamalainen, Mrs. William (Anna)"
249,1,1,"Beckwith, Mr. Richard Leonard"
250,0,2,"Carter, Rev. Ernest Courtenay"
251,0,3,"Reed, Mr. James George"
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)"
253,0,1,"Stead, Mr. William Thomas"
254,0,3,"Lobb, Mr. William Arthur"
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)"
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)"
257,1,1,"Thorne, Mrs. Gertrude Maybelle"
258,1,1,"Cherry, Miss. Gladys"
259,1,1,"Ward, Miss. Anna"
260,1,2,"Parrish, Mrs. (Lutie Davis)"
261,0,3,"Smith, Mr. Thomas"
262,1,3,"Asplund, Master. Edvin Rojj Felix"
263,0,1,"Taussig, Mr. Emil"
264,0,1,"Harrison, Mr. William"
265,0,3,"Henry, Miss. Delia"
266,0,2,"Reeves, Mr. David"
267,0,3,"Panula, Mr. Ernesti Arvid"
268,1,3,"Persson, Mr. Ernst Ulrik"
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)"
270,1,1,"Bissette, Miss. Amelia"
271,0,1,"Cairns, Mr. Alexander"
272,1,3,"Tornquist, Mr. William Henry"
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)"
274,0,1,"Natsch, Mr. Charles H"
275,1,3,"Healy, Miss. Hanora ""Nora"""
276,1,1,"Andrews, Miss. Kornelia Theodosia"
277,0,3,"Lindblom, Miss. Augusta Charlotta"
278,0,2,"Parkes, Mr. Francis ""Frank"""
279,0,3,"Rice, Master. Eric"
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)"
281,0,3,"Duane, Mr. Frank"
282,0,3,"Olsson, Mr. Nils Johan Goransson"
283,0,3,"de Pelsmaeker, Mr. Alfons"
284,1,3,"Dorking, Mr. Edward Arthur"
285,0,1,"Smith, Mr. Richard William"
286,0,3,"Stankovic, Mr. Ivan"
287,1,3,"de Mulder, Mr. Theodore"
288,0,3,"Naidenoff, Mr. Penko"
289,1,2,"Hosono, Mr. Masabumi"
290,1,3,"Connolly, Miss. Kate"
291,1,1,"Barber, Miss. Ellen ""Nellie"""
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)"
293,0,2,"Levy, Mr. Rene Jacques"
294,0,3,"Haas, Miss. Aloisia"
295,0,3,"Mineff, Mr. Ivan"
296,0,1,"Lewy, Mr. Ervin G"
297,0,3,"Hanna, Mr. Mansour"
298,0,1,"Allison, Miss. Helen Loraine"
299,1,1,"Saalfeld, Mr. Adolphe"
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)"
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate"""
302,1,3,"McCoy, Mr. Bernard"
303,0,3,"Johnson, Mr. William Cahoone Jr"
304,1,2,"Keane, Miss. Nora A"
305,0,3,"Williams, Mr. Howard Hugh ""Harry"""
306,1,1,"Allison, Master. Hudson Trevor"
307,1,1,"Fleming, Miss. Margaret"
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)"
309,0,2,"Abelson, Mr. Samuel"
310,1,1,"Francatelli, Miss. Laura Mabel"
311,1,1,"Hays, Miss. Margaret Bechstein"
312,1,1,"Ryerson, Miss. Emily Borie"
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)"
314,0,3,"Hendekovic, Mr. Ignjac"
315,0,2,"Hart, Mr. Benjamin"
316,1,3,"Nilsson, Miss. Helmina Josefina"
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)"
318,0,2,"Moraweck, Dr. Ernest"
319,1,1,"Wick, Miss. Mary Natalie"
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)"
321,0,3,"Dennis, Mr. Samuel"
322,0,3,"Danoff, Mr. Yoto"
323,1,2,"Slayter, Miss. Hilda Mary"
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)"
325,0,3,"Sage, Mr. George John Jr"
326,1,1,"Young, Miss. Marie Grice"
327,0,3,"Nysveen, Mr. Johan Hansen"
328,1,2,"Ball, Mrs. (Ada E Hall)"
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)"
330,1,1,"Hippach, Miss. Jean Gertrude"
331,1,3,"McCoy, Miss. Agnes"
332,0,1,"Partner, Mr. Austen"
333,0,1,"Graham, Mr. George Edward"
334,0,3,"Vander Planke, Mr. Leo Edmondus"
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)"
336,0,3,"Denkoff, Mr. Mitto"
337,0,1,"Pears, Mr. Thomas Clinton"
338,1,1,"Burns, Miss. Elizabeth Margaret"
339,1,3,"Dahl, Mr. Karl Edwart"
340,0,1,"Blackwell, Mr. Stephen Weart"
341,1,2,"Navratil, Master. Edmond Roger"
342,1,1,"Fortune, Miss. Alice Elizabeth"
343,0,2,"Collander, Mr. Erik Gustaf"
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington"
345,0,2,"Fox, Mr. Stanley Hubert"
346,1,2,"Brown, Miss. Amelia ""Mildred"""
347,1,2,"Smith, Miss. Marion Elsie"
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)"
349,1,3,"Coutts, Master. William Loch ""William"""
350,0,3,"Dimic, Mr. Jovan"
351,0,3,"Odahl, Mr. Nils Martin"
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows"
353,0,3,"Elias, Mr. Tannous"
354,0,3,"Arnold-Franchi, Mr. Josef"
355,0,3,"Yousif, Mr. Wazli"
356,0,3,"Vanden Steen, Mr. Leo Peter"
357,1,1,"Bowerman, Miss. Elsie Edith"
358,0,2,"Funk, Miss. Annie Clemmer"
359,1,3,"McGovern, Miss. Mary"
360,1,3,"Mockler, Miss. Helen Mary ""Ellie"""
361,0,3,"Skoog, Mr. Wilhelm"
362,0,2,"del Carlo, Mr. Sebastiano"
363,0,3,"Barbara, Mrs. (Catherine David)"
364,0,3,"Asim, Mr. Adola"
365,0,3,"O'Brien, Mr. Thomas"
366,0,3,"Adahl, Mr. Mauritz Nils Martin"
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)"
368,1,3,"Moussa, Mrs. (Mantoura Boulos)"
369,1,3,"Jermyn, Miss. Annie"
370,1,1,"Aubart, Mme. Leontine Pauline"
371,1,1,"Harder, Mr. George Achilles"
372,0,3,"Wiklund, Mr. Jakob Alfred"
373,0,3,"Beavan, Mr. William Thomas"
374,0,1,"Ringhini, Mr. Sante"
375,0,3,"Palsson, Miss. Stina Viola"
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)"
377,1,3,"Landergren, Miss. Aurora Adelia"
378,0,1,"Widener, Mr. Harry Elkins"
379,0,3,"Betros, Mr. Tannous"
380,0,3,"Gustafsson, Mr. Karl Gideon"
381,1,1,"Bidois, Miss. Rosalie"
382,1,3,"Nakid, Miss. Maria (""Mary"")"
383,0,3,"Tikkanen, Mr. Juho"
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)"
385,0,3,"Plotcharsky, Mr. Vasil"
386,0,2,"Davies, Mr. Charles Henry"
387,0,3,"Goodwin, Master. Sidney Leonard"
388,1,2,"Buss, Miss. Kate"
389,0,3,"Sadlier, Mr. Matthew"
390,1,2,"Lehmann, Miss. Bertha"
391,1,1,"Carter, Mr. William Ernest"
392,1,3,"Jansson, Mr. Carl Olof"
393,0,3,"Gustafsson, Mr. Johan Birger"
394,1,1,"Newell, Miss. Marjorie"
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)"
396,0,3,"Johansson, Mr. Erik"
397,0,3,"Olsson, Miss. Elina"
398,0,2,"McKane, Mr. Peter David"
399,0,2,"Pain, Dr. Alfred"
400,1,2,"Trout, Mrs. William H (Jessie L)"
401,1,3,"Niskanen, Mr. Juha"
402,0,3,"Adams, Mr. John"
403,0,3,"Jussila, Miss. Mari Aina"
404,0,3,"Hakkarainen, Mr. Pekka Pietari"
405,0,3,"Oreskovic, Miss. Marija"
406,0,2,"Gale, Mr. Shadrach"
407,0,3,"Widegren, Mr. Carl/Charles Peter"
408,1,2,"Richards, Master. William Rowe"
409,0,3,"Birkeland, Mr. Hans Martin Monsen"
410,0,3,"Lefebre, Miss. Ida"
411,0,3,"Sdycoff, Mr. Todor"
412,0,3,"Hart, Mr. Henry"
413,1,1,"Minahan, Miss. Daisy E"
414,0,2,"Cunningham, Mr. Alfred Fleming"
415,1,3,"Sundman, Mr. Johan Julian"
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)"
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)"
418,1,2,"Silven, Miss. Lyyli Karoliina"
419,0,2,"Matthews, Mr. William John"
420,0,3,"Van Impe, Miss. Catharina"
421,0,3,"Gheorgheff, Mr. Stanio"
422,0,3,"Charters, Mr. David"
423,0,3,"Zimmerman, Mr. Leo"
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)"
425,0,3,"Rosblom, Mr. Viktor Richard"
426,0,3,"Wiseman, Mr. Phillippe"
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)"
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")"
429,0,3,"Flynn, Mr. James"
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)"
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan"
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)"
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)"
434,0,3,"Kallio, Mr. Nikolai Erland"
435,0,1,"Silvey, Mr. William Baird"
436,1,1,"Carter, Miss. Lucile Polk"
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy"""
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)"
439,0,1,"Fortune, Mr. Mark"
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson"
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)"
442,0,3,"Hampe, Mr. Leon"
443,0,3,"Petterson, Mr. Johan Emil"
